name,address,primary_category,type,subtype,food_tier,lat,lon,color_r,color_g,color_b,osm_id,osm_type,osm_shop,osm_amenity,brand,opening_hours,website,phone,geocode_source
Greater Erie Dental Associates,"204, West Plum Street, Edinboro, PA, 16412",Health,Clinic,Dental Office,,41.8763676,-80.1332973,239,68,68,8168673396,node,,dentist,,,,,openstreetmap
Hammerlee Dental Care,"5158, Peach Street, Erie, PA, 16509",Health,Clinic,Dental Office,,42.0785521,-80.0930022,239,68,68,7573451162,node,,dentist,,,,,openstreetmap
Internal Medicine Associates,"2931, Peach Street, Erie, PA, 16508",Health,Clinic,Outpatient Clinic,,42.1070425,-80.0761308,239,68,68,8496971327,node,,clinic,,,,,openstreetmap
Iszkula Orthodontics,"3900, Old Zuck Road, Erie, PA, 16506",Health,Clinic,Dental Office,,42.0791932,-80.1259107,239,68,68,812630726,way,,dentist,,,https://www.eriebraces.com/,+18148335322,openstreetmap
Izbicki Family Medicine,"3424, Peach Street, Erie, PA, 16508",Health,Clinic,Medical Office,,42.1015895,-80.0797555,239,68,68,7731749776,node,,doctors,,,,,openstreetmap
Kalata Family Practice,"404, East 8th Street, Erie, PA, 16503",Health,Clinic,Outpatient Clinic,,42.1308994,-80.0751745,239,68,68,7804559619,node,,clinic,,,,,openstreetmap
Kohler III Joseph J DDS,"219, West 7th Street, Erie, PA, 16501",Health,Clinic,Dental Office,,42.1266297,-80.0889448,239,68,68,7721082526,node,,dentist,,,,,openstreetmap
Krenk Human Resources,"1334, West 26th Street, Erie, PA, 16508",Health,Clinic,Outpatient Clinic,,42.1017885,-80.1029187,239,68,68,8529292073,node,,clinic,,,,,openstreetmap
Kupniewski Dentistry,"2330, West 38th Street, Erie, PA, 16506",Health,Clinic,Dental Office,,42.0827662,-80.1198738,239,68,68,8668784697,node,,dentist,,,,,openstreetmap
LECOM Ambulatory Surgery Center,"5202, Peach Street, Erie, PA, 16509",Health,Clinic,Medical Office,,42.077013,-80.0933034,239,68,68,12802206949,node,,doctors,,,,,openstreetmap
LECOM Center for Health & Aging,"3910, Schaper Avenue, Erie, PA, 16508",Health,Clinic,Outpatient Clinic,,42.0833824,-80.1132496,239,68,68,9347499005,node,,clinic,,,,,openstreetmap
LECOM Medical Center,"537, West 18th Street, Erie, PA, 16502",Health,Clinic,Outpatient Clinic,,42.1137527,-80.0898437,239,68,68,7897104250,node,,clinic,,,,,openstreetmap
LECOM School of Dental Medicine Dental Offices,16509,Health,Clinic,Dental Office,,42.0806898,-80.1081856,239,68,68,12555088801,node,,dentist,,Mo-Fr 08:00-16:30,https://lecom.edu/,+1-814-868-1001,openstreetmap
Lake Erie Dental,"4944, Peach Street, Erie, PA, 16509",Health,Clinic,Dental Office,,42.0817905,-80.0912229,239,68,68,7573409862,node,,dentist,,,,,openstreetmap
Landis Sally,"93, West Main Street, North East, PA, 16428",Health,Clinic,Dental Office,,42.2140381,-79.8405163,239,68,68,7734184446,node,,dentist,,,,,openstreetmap
Lazer Dentistry of East Erie,"1533, East 38th Street, Erie, PA, 16510",Health,Clinic,Dental Office,,42.1144144,-80.0327752,239,68,68,7590311272,node,,dentist,,,,,openstreetmap
Legacy Dental,"5127, Zuck Road, Erie, PA, 16506",Health,Clinic,Dental Office,,42.0705324,-80.1168654,239,68,68,12142267938,node,,dentist,,,,,openstreetmap
Life NW PA,,Health,Clinic,Outpatient Clinic,,41.6327978,-80.1539093,239,68,68,9046053288,node,,clinic,,,,,openstreetmap
Lighthouse Dentistry,"5690, Perry Highway, Erie, PA, 16509",Health,Clinic,Dental Office,,42.0815173,-80.0560582,239,68,68,8321967840,node,,dentist,,,,,openstreetmap
Lorie R. Marsh Family Dentistry,"4910, Iroquois Avenue, Erie, PA, 16511",Health,Clinic,Dental Office,,42.1566334,-79.992669,239,68,68,8249747088,node,,dentist,,,,,openstreetmap
MHEDS,"2928, Peach Street, Erie, PA, 16508",Health,Clinic,Outpatient Clinic,,42.1072063,-80.0767245,239,68,68,8496981876,node,,clinic,,,,,openstreetmap
Maki Kurata Acupuncture,"3330, West 26th Street, Erie, PA, 16506",Health,Clinic,Outpatient Clinic,,42.0844616,-80.1492435,239,68,68,7792415350,node,,clinic,,,,,openstreetmap
Marvintown Family Practice,"3419, State Street, Erie, PA, 16508",Health,Clinic,Outpatient Clinic,,42.105354,-80.0687007,239,68,68,7913714218,node,,clinic,,,,,openstreetmap
Meadville Medical Center - Workplace Care,,Health,Clinic,Outpatient Clinic,,41.6212605,-80.1997994,239,68,68,10242974232,node,,clinic,,,,,openstreetmap
Meadville Medical Center Grove Street,"1034, Grove Street, Meadville, 16335",Health,Clinic,Outpatient Clinic,,41.63374,-80.1458517,239,68,68,551357530,way,,clinic,,Mo-Fr 07:00-19:00,https://www.mmchs.org/Locations/Grove-Street-Facility.aspx,+1 814 333 5810,openstreetmap
MedExpress Urgent Care,"18471, Smock Highway, Meadville, PA, 16335",Health,Clinic,Outpatient Clinic,,41.6195496,-80.1679301,239,68,68,8476154973,node,,clinic,,,,,openstreetmap
Medical Center,"600, Wesley Way, Meadville, PA, 16335",Health,Clinic,Outpatient Clinic,,41.6629727,-80.1394654,239,68,68,8766483559,node,,clinic,,,,,openstreetmap
Mercy Hilltop Center,"3715, Pennsylvania Avenue, Erie, PA, 16504",Health,Clinic,Outpatient Clinic,,42.1115836,-80.0424701,239,68,68,9027224167,node,,clinic,,,,,openstreetmap
Mercyhurst Sports Medicine Department,"West Main Drive, Erie, PA, 16546",Health,Clinic,Outpatient Clinic,,42.1051571,-80.054926,239,68,68,7985647522,node,,clinic,,,,,openstreetmap
Millcreek Animal Hospital,"4535, West Ridge Road, Erie, PA, 16506",Health,Clinic,Veterinary,,42.0733562,-80.1786932,239,68,68,8557739583,node,,veterinary,,,,,openstreetmap
Millcreek Dental Arts,"4020, Sterrettania Road, Erie, PA, 16506",Health,Clinic,Dental Office,,42.0701108,-80.1460988,239,68,68,7626174731,node,,dentist,,,,,openstreetmap
Minichelli & Moore Dentistry,"2606, Caughey Road, Erie, PA, 16506",Health,Clinic,Dental Office,,42.0811536,-80.1550663,239,68,68,9266954631,node,,dentist,,,,,openstreetmap
Modern Dental Group,"333, State Street, Erie, PA, 16507",Health,Clinic,Dental Office,,42.1321015,-80.0860702,239,68,68,7570294273,node,,dentist,,,,,openstreetmap
NeuroRestorative,"7289, West Ridge Road, Fairview, PA, 16415",Health,Clinic,Outpatient Clinic,,42.0347687,-80.2498563,239,68,68,8264191167,node,,clinic,,,,,openstreetmap
North Coast Foot & Ankle,"5473, Village Common Drive, Erie, PA, 16506",Health,Clinic,Outpatient Clinic,,42.0677987,-80.1135811,239,68,68,7567759815,node,,clinic,,,,,openstreetmap
North East Animal Hospital,"9280, West Main Street, North East, PA, 16428",Health,Clinic,Veterinary,,42.1945172,-79.8960771,239,68,68,8071407181,node,,veterinary,,,,,openstreetmap
North East Dental Arts,"90, East Main Street, North East, PA, 16428",Health,Clinic,Dental Office,,42.2178939,-79.828764,239,68,68,8187605068,node,,dentist,,,,,openstreetmap
North East Family Practice,"115, East Main Street, North East, PA, 16428",Health,Clinic,Outpatient Clinic,,42.2177272,-79.8273926,239,68,68,8187657474,node,,clinic,,,,,openstreetmap
Northwest PA Pet Emergency Center,"429, West 38th Street, Erie, PA, 16508",Health,Clinic,Veterinary,,42.0968981,-80.0787025,239,68,68,7573516702,node,,veterinary,,,,,openstreetmap
O'Leary Dental Group,"111, West Main Street, Girard, PA, 16417",Health,Clinic,Dental Office,,42.0000094,-80.3179172,239,68,68,8262802944,node,,dentist,,,,,openstreetmap
Orlando Family Dentistry,"3235, West 38th Street, Erie, PA, 16506",Health,Clinic,Dental Office,,42.0747408,-80.1398031,239,68,68,8288188525,node,,dentist,,,,,openstreetmap
Orthopaedic Solutions of Pennsylvania,"224, West 26th Street, Erie, PA, 16508",Health,Clinic,Medical Office,,42.1104639,-80.0783662,239,68,68,7850607871,node,,doctors,,,,,openstreetmap
Orthopedic Associates of Meadville,"11277, Vernon Place, Meadville, PA, 16335",Health,Clinic,Dental Office,,41.6211334,-80.1995587,239,68,68,8199346511,node,,dentist,,,,,openstreetmap
Osteopathic Cardiology Associates,"4002, Schaper Avenue, Erie, PA, 16508",Health,Clinic,Medical Office,,42.082915,-80.1130156,239,68,68,8013813500,node,,doctors,,,,,openstreetmap
Passnire Family Dentistry,"4801, Peach Street, Erie, PA, 16509",Health,Clinic,Dental Office,,42.0834545,-80.0885335,239,68,68,7573380632,node,,dentist,,,,,openstreetmap
Peach Street Dental & Dentures,"7040, Peach Street, Erie, PA, 16509",Health,Clinic,Dental Office,,42.0546558,-80.0883774,239,68,68,7571595940,node,,dentist,,,,,openstreetmap
Perfect Smile Dental,"6660, Peach Street, Erie, PA, 16509",Health,Clinic,Dental Office,,42.0568376,-80.0930953,239,68,68,7571595502,node,,dentist,,,,,openstreetmap
Pinecrest Family Practice,"3515, Pine Avenue, Erie, PA, 16504",Health,Clinic,Outpatient Clinic,,42.1098532,-80.0534891,239,68,68,7573076047,node,,clinic,,,,,openstreetmap
Pinecrest Family Practice,"3125, French Street, Erie, PA, 16504",Health,Clinic,Outpatient Clinic,,42.1077723,-80.0687048,239,68,68,10594430933,node,,clinic,,,,,openstreetmap
Pink or Blue 4D Ultrasound Studio,"2340, West Grandview Boulevard, Erie, PA, 16506",Health,Clinic,Medical Office,,42.0761065,-80.1163829,239,68,68,13149765803,node,,doctors,,,,,openstreetmap
Plaza Dental Associates,"702, West 34th Street, Erie, PA, 16508",Health,Clinic,Dental Office,,42.099704,-80.0855886,239,68,68,7578424866,node,,dentist,,Mo 07:30-19:30; Tu 07:30-19:00; We 07:30-17:00; Th 07:30-17:00; Fr 07:30-16:00,,,openstreetmap
Premier Surgical Center,"2350, Village Common Drive, Erie, PA, 16506",Health,Clinic,Medical Office,,42.0681886,-80.1113072,239,68,68,1170335380,way,,doctors,,,,,openstreetmap
Presque Isle Medical Technologies,"2440, West 8th Street, Erie, PA, 16505",Health,Clinic,Outpatient Clinic,,42.1077143,-80.1383197,239,68,68,7854771123,node,,clinic,,,,,openstreetmap
Primary Care Associates of Erie,"5035, Peach Street, Erie, PA, 16509",Health,Clinic,Outpatient Clinic,,42.0806216,-80.0896376,239,68,68,9552919772,node,,clinic,,,,,openstreetmap
Rebecca's Personal Care Home,"47, West Street, North East, PA, 16428",Health,Clinic,Medical Office,,42.2098277,-79.8449053,239,68,68,7734710447,node,,doctors,,,,,openstreetmap
Reichel Dental,"3208, State Street, Erie, PA, 16508",Health,Clinic,Dental Office,,42.1065241,-80.0705652,239,68,68,8497407810,node,,dentist,,,,,openstreetmap
Saegertown Medical Associates,,Health,Clinic,Outpatient Clinic,,41.7190559,-80.1481411,239,68,68,1094661450,way,,clinic,,,,,openstreetmap
Saint Vincent Family Medicine,"2828, Sterrettania Road, Erie, PA, 16506",Health,Clinic,Outpatient Clinic,,42.0858395,-80.1395523,239,68,68,7833191150,node,,clinic,,,,,openstreetmap
Saint Vincent Family Medicine,"2501, West 12th Street, Erie, PA, 16505",Health,Clinic,Outpatient Clinic,,42.1021208,-80.1348064,239,68,68,9573426340,node,,clinic,,,,,openstreetmap
Saint Vincent Urgent Care,"4247, West Ridge Road, Erie, PA, 16506",Health,Clinic,Outpatient Clinic,,42.0764289,-80.1708503,239,68,68,7617021958,node,,clinic,,,,,openstreetmap
Sant Ram,"2123, West 8th Street, Erie, PA, 16505",Health,Clinic,Medical Office,,42.1097964,-80.1308933,239,68,68,7973596012,node,,doctors,,,,,openstreetmap
Sarbak Family Dentist,"936, West 38th Street, Erie, PA, 16508",Health,Clinic,Dental Office,,42.095003,-80.086815,239,68,68,8342978781,node,,dentist,,,,,openstreetmap
Shoreline Primary Care,"2820, West 12th Street, Erie, PA, 16505",Health,Clinic,Medical Office,,42.100373,-80.1447598,239,68,68,7575927735,node,,doctors,,,,,openstreetmap
"Spartansburg Regional Medical Center, John Balmer, DO","132, Mechanic Street",Health,Clinic,Medical Office,,41.823397,-79.6880306,239,68,68,2527534519,node,,doctors,,,,,openstreetmap
Stairways Dental,"2922, State Street, Erie, PA, 16508",Health,Clinic,Dental Office,,42.1086758,-80.0718584,239,68,68,8497594092,node,,dentist,,,,,openstreetmap
Summit Dental Associates,"1341, West 26th Street, Erie, PA, 16508",Health,Clinic,Dental Office,,42.1012897,-80.1015247,239,68,68,8528974112,node,,dentist,,,,,openstreetmap
Summit Pet Hospital & Care Center,"7091, Edinboro Road, Erie, PA, 16509",Health,Clinic,Veterinary,,42.0517308,-80.1064468,239,68,68,8290820508,node,,veterinary,,,,,openstreetmap
The ANNA Wellness Center,"5617, West Ridge Road, Erie, PA, 16506",Health,Clinic,Veterinary,,42.0622612,-80.2009321,239,68,68,8321604101,node,,veterinary,,,,,openstreetmap
The Animal Clinic,"8465, Peach Street, Erie, PA, 16509",Health,Clinic,Veterinary,,42.0398649,-80.0694295,239,68,68,7593238743,node,,veterinary,,,,,openstreetmap
Tri-State Pain Institute,"5442, Peach Street, Erie, PA, 16509",Health,Clinic,Outpatient Clinic,,42.0744115,-80.0943026,239,68,68,8957997593,node,,clinic,,,,,openstreetmap
Tucker Dental Excellence,"3736, Sterrettania Road, Erie, PA, 16506",Health,Clinic,Dental Office,,42.0743636,-80.144198,239,68,68,7593418334,node,,dentist,,,,,openstreetmap
Twinbrook Veterinary Hospital,"5065, Buffalo Road, Erie, PA, 16510",Health,Clinic,Veterinary,,42.1532976,-79.9863142,239,68,68,7573201370,node,,veterinary,,,,,openstreetmap
UPMC Children's Community Pediatrics,"902, West Erie Plaza Drive, Erie, PA, 16505",Health,Clinic,Outpatient Clinic,,42.1073626,-80.1345108,239,68,68,12504552254,node,,clinic,,,,,openstreetmap
UPMC Health Plan,"380, East Bayfront Parkway, Erie, PA, 16507",Health,Clinic,Outpatient Clinic,,42.1386463,-80.0804981,239,68,68,8753646600,node,,clinic,,,,,openstreetmap
UPMC Home Healthcare,"244, Erie Central Mall, Erie, PA, 16501",Health,Clinic,Outpatient Clinic,,42.1189345,-80.0811016,239,68,68,7570030584,node,,clinic,,,,,openstreetmap
UPMC Medical Center,"1330, West 26th Street, Erie, PA, 16508",Health,Clinic,Outpatient Clinic,,42.1019215,-80.1023988,239,68,68,8228475066,node,,clinic,,,,,openstreetmap
UPMC Outpatient Center,"5241, Buffalo Road, Erie, PA, 16510",Health,Clinic,Outpatient Clinic,,42.1553811,-79.9818734,239,68,68,7600774808,node,,clinic,,,,,openstreetmap
UPMC Outpatient Center,"3330, Peach Street, Erie, PA, 16508",Health,Clinic,Outpatient Clinic,,42.1024896,-80.0794299,239,68,68,7731737110,node,,clinic,,,,,openstreetmap
UPMC Outpatient Center,"215, Holland Street, Erie, PA, 16507",Health,Clinic,Outpatient Clinic,,42.1344639,-80.0833026,239,68,68,8118644713,node,,clinic,,,,,openstreetmap
UPMC Outpatient Center,"7287, West Ridge Road, Fairview, PA, 16415",Health,Clinic,Outpatient Clinic,,42.0360804,-80.2482662,239,68,68,8158336088,node,,clinic,,,,,openstreetmap
UPMC Outpatient Center,"2060, North Pearl Street, North East, PA, 16428",Health,Clinic,Outpatient Clinic,,42.2212164,-79.838063,239,68,68,8184792038,node,,clinic,,,,,openstreetmap
UPMC Outpatient Center,"991, Peach Street, Waterford, PA, 16441",Health,Clinic,Outpatient Clinic,,41.9520889,-79.9912464,239,68,68,13618296029,node,,clinic,,,,,openstreetmap
UPMC Primary & Specialty Care,"1600, Peninsula Drive, Erie, PA, 16505",Health,Clinic,Outpatient Clinic,,42.0963087,-80.1443901,239,68,68,8177416646,node,,clinic,,,,,openstreetmap
UPMC Primary Care,"1101, Peninsula Drive, Erie, PA, 16505",Health,Clinic,Outpatient Clinic,,42.1010978,-80.1456231,239,68,68,7890391708,node,,clinic,,,,,openstreetmap
UPMC-GoHealth Urgent Care,"7200, Peach Street, Erie, PA, 16509",Health,Clinic,Outpatient Clinic,,42.0523992,-80.0885055,239,68,68,7570686278,node,,clinic,,,,,openstreetmap
UPMC-GoHealth Urgent Care,"5039, Peach Street, Erie, PA, 16509",Health,Clinic,Outpatient Clinic,,42.0803222,-80.089746,239,68,68,13197815984,node,,clinic,,,,,openstreetmap
USA Vein Clinics,"2057, West 8th Street, Erie, PA, 16505",Health,Clinic,Medical Office,,42.1101911,-80.1297698,239,68,68,7977104217,node,,doctors,,,,,openstreetmap
Union Orthotics & Prosthetics,"1910, West 26th Street, Erie, PA, 16508",Health,Clinic,Dental Office,,42.0965125,-80.1159313,239,68,68,8583418572,node,,dentist,,,,,openstreetmap
Urgent Care Associates of Erie,"2861, West 26th Street, Erie, PA, 16506",Health,Clinic,Outpatient Clinic,,42.0880373,-80.1362984,239,68,68,12551425906,node,,clinic,,,,,openstreetmap
Van Damia Dental,"2181, Keystone Drive, Erie, PA, 16509",Health,Clinic,Dental Office,,42.0548215,-80.0903985,239,68,68,7715028060,node,,dentist,,,,,openstreetmap
Veterinary Clinic,Hydetown Road,Health,Clinic,Veterinary,,41.6336495,-79.6952831,239,68,68,639546976,way,,veterinary,,,,,openstreetmap
Veterinary Hospital,,Health,Clinic,Veterinary,,41.6139019,-80.2464851,239,68,68,1121094828,way,,veterinary,,,,,openstreetmap
Wayne Primary Care,"650, East Avenue, Erie, PA, 16503",Health,Clinic,Outpatient Clinic,,42.137094,-80.0633152,239,68,68,8238047002,node,,clinic,,,,,openstreetmap
West County Dental,"7686, West Ridge Road, Fairview, PA, 16415",Health,Clinic,Dental Office,,42.0277172,-80.2599087,239,68,68,8397546068,node,,dentist,,,,,openstreetmap
West Ridge Family Dental,"5712, West Ridge Road, Erie, PA, 16506",Health,Clinic,Dental Office,,42.0623034,-80.2038189,239,68,68,8321467830,node,,dentist,,,,,openstreetmap
Williams Dental Laboratory,"151, West 18th Street, Erie, PA, 16501",Health,Clinic,Dental Office,,42.1167998,-80.0808198,239,68,68,9848671896,node,,dentist,,,,,openstreetmap
"Willis G. Gardot, Jr.","2609, West 8th Street, Erie, PA, 16505",Health,Clinic,Dental Office,,42.1059911,-80.1412645,239,68,68,8745826462,node,,dentist,,,,,openstreetmap
Winslow Health Center,PA,Health,Clinic,Medical Office,,41.6476781,-80.1485394,239,68,68,367961494,node,,doctors,,,,,openstreetmap
Woodcock Vet,,Health,Clinic,Veterinary,,41.6994832,-80.1122048,239,68,68,1189931479,way,,veterinary,,,,,openstreetmap
Woodland Family Dentistry,"2021, West 8th Street, Erie, PA, 16505",Health,Clinic,Dental Office,,42.1107996,-80.1285752,239,68,68,8315701683,node,,dentist,,,,,openstreetmap
AHN Cancer Institute,"2508, Myrtle Street, Erie, PA, 16544",Health,Hospital,Acute Care Hospital,,42.1101282,-80.0806444,239,68,68,8435416613,node,,hospital,,,,,openstreetmap
Erie Veterans Medical Center,"135, East 38th Street, Erie, PA, 16504",Health,Hospital,Acute Care Hospital,,42.1021643,-80.0635238,239,68,68,817655762,way,,hospital,,,,,openstreetmap
LECOM Medical Center & Behavioral Health Pavilion,"5515, Peach Street, Erie, PA, 16509",Health,Hospital,Acute Care Hospital,,42.0736072,-80.0917003,239,68,68,839078049,way,,hospital,,,,,openstreetmap
Meadville Medical Center,"751, Liberty Street, Meadville, PA, 16335",Health,Hospital,Acute Care Hospital,,41.6418533,-80.1456257,239,68,68,551357528,way,,hospital,,24/7,https://www.mmchs.org/,+1 814 333 5000,openstreetmap
Saint Vincent Hospital,"232, West 25th Street, Erie, PA, 16544",Health,Hospital,Acute Care Hospital,,42.1114269,-80.0795164,239,68,68,841418769,way,,hospital,,,,,openstreetmap
Saint Vincent Surgery Center,"312, West 25th Street, Erie, PA, 16544",Health,Hospital,Acute Care Hospital,,42.1106922,-80.0809926,239,68,68,8435416614,node,,hospital,,,,,openstreetmap
Select Specialty Hospital,"252, West 11th Street, Erie, PA, 16501",Health,Hospital,Acute Care Hospital,,42.1229589,-80.0877053,239,68,68,1011265592,way,,hospital,,,,,openstreetmap
Shriners Hospitals for Children,"1645, West 8th Street, Erie, PA, 16505",Health,Hospital,Acute Care Hospital,,42.1131303,-80.1198103,239,68,68,825528971,way,,hospital,Shriners Hospitals for Children,,,,openstreetmap
Sterrettania Medical Center,"4000, Sterrettania Road, Erie, PA, 16506",Health,Hospital,Acute Care Hospital,,42.071204,-80.1454589,239,68,68,7626162251,node,,hospital,,,,,openstreetmap
Titusville Area Hospital,"406, West Oak Street, Titusville",Health,Hospital,Acute Care Hospital,,41.6337763,-79.6798813,239,68,68,356640784,way,,hospital,,24/7,https://www.titusvillehospital.org/,+1 814 827 1851,openstreetmap
UPMC Hamot,"201, State Street, Erie, PA, 16550",Health,Hospital,Acute Care Hospital,,42.1338083,-80.0866452,239,68,68,1020093270,way,,hospital,,,,,openstreetmap
